
FLOW_OUT_5
observed    simulated
9.5420        2.7660      
9.6910        2.5210      
10.0760       2.7350      
9.3880        2.7340      
9.5900        2.3760      
8.8350        2.0510      
8.5020        1.7690      
8.3590        1.5210      
8.3400        1.3120      
8.2420        1.1310      
9.4780        1.4560      
10.6680       2.1910      
8.9720        2.2990      
9.4100        2.2580      
9.6700        2.1050      
10.0300       1.9810      
9.3190        1.7260      
8.6810        1.4860      
8.9500        1.2780      
8.8420        1.0960      
8.7930        0.9926      
9.2140        1.1200      
9.7310        1.6200      
9.5150        1.7480      
9.0880        1.6710      
10.1020       1.9560      
9.0380        2.0570      
9.0340        1.9440      
8.6930        1.7000      
8.6810        1.4620      
8.6810        1.2560      
8.4930        1.0760      
8.3450        0.9235      
8.5090        2.2500      
8.9660        6.9330      
9.5030        2.2020      
8.9750        3.1640      
9.3930        2.9040      
8.9960        3.1840      
8.8240        4.0510      
7.5350        3.3550      
7.2190        2.8930      
7.2190        2.4930      
7.1100        2.1430      
7.1640        1.8470      
7.2090        1.5930      
8.3960        1.5510      
8.0870        2.2330      
7.9660        3.4030      
8.0990        4.5020      
7.3620        4.1680      
9.6050        15.5200     
8.3350        6.5690      
7.1140        5.1460      
6.5240        4.4400      
6.6670        3.8130      
6.9330        3.2830      
8.5500        2.8320      
8.7090        2.6920      
8.4020        2.6100      
8.4500        2.5000      
8.4400        2.4480      
9.0260        2.8720      
8.4680        3.5840      
7.8880        3.1140      
7.4020        2.6940      
7.3280        2.3260      
7.3280        2.0030      
7.2610        1.7280      
8.2150        1.6320      
9.4210        2.6200      
8.7810        2.5780      
9.1820        2.9550      
9.3050        3.0760      
10.2800       3.4940      
9.6050        3.5960      
8.2790        3.2800      
7.3500        2.8710      
7.0730        2.4760      
6.8030        2.1300      
6.5860        1.8370      
9.0680        1.7360      
10.8320       1.8290      
10.2290       2.0130      
10.9610       4.5620      
10.2980       3.9690      
9.0190        3.6000      
8.3990        3.2390      
8.2340        2.8780      
8.1440        2.5320      
7.9780        2.1820      
7.5570        1.8750      
7.3400        1.6150      
7.1830        1.3930      
10.5830       4.6600      
8.7080        2.8100      
9.9210        4.0690      
9.1110        3.5310      
9.3910        4.8360      
9.7590        4.1480      
8.5810        3.7510      
8.3650        3.2330      
8.1730        2.7830      
8.0060        2.3890      
7.4950        2.0560      
7.7270        1.8620      
7.7860        2.5080      
9.7750        4.3940      
8.5950        4.0120      
8.4730        5.2820      
9.5140        4.4920      
9.5960        6.9640      
8.0290        4.0670      
7.6950        3.5040      
7.5810        3.0170      
7.3020        2.5910      
7.2910        2.3810      
7.3250        2.0850      
10.1270       2.1010      
9.0090        2.1980      
7.9490        2.3690      
8.5630        2.5320      
8.4260        2.5130      
9.3120        2.4700      
8.7620        2.3820      
7.4720        2.0650      
7.0140        1.7760      
7.0030        1.5230      
7.0030        1.3090      
6.7890        1.1250      
7.1840        0.9951      
7.5190        1.2700      
9.2340        1.3480      
7.1540        1.2890      
7.1820        1.7300      
5.9720        1.8570      
5.9380        1.6000      
6.0980        1.3760      
6.0500        1.1820      
5.7440        1.0130      
5.8430        0.8699      
6.4380        0.7633      
6.7550        0.6823      
6.9180        0.7464      


FLOW_OUT_37
observed    simulated
17.4960       8.7970      
11.6840       10.7300     
12.3230       12.4100     
15.2050       16.0800     
10.5330       14.5900     
10.0930       12.6900     
9.2910        11.0000     
9.0380        9.5200      
8.8020        8.2790      
8.6940        7.6970      
11.1460       7.7730      
11.3280       7.4070      
12.1730       8.9460      
16.0430       13.4600     
14.3360       16.5800     
14.2830       22.8600     
11.1970       22.6400     
9.6080        19.8500     
9.2370        17.2800     
9.1540        15.0100     
9.0070        13.0800     
9.3890        11.5500     
10.6610       10.1800     
10.5080       9.0070      
12.6240       8.0530      
12.6670       7.3800      
18.3660       7.3970      
13.4720       7.2500      
12.9210       6.3380      
10.6420       5.5100      
9.8310        4.7880      
9.3180        4.1490      
8.9810        3.6040      
8.8330        3.1310      
12.5590       3.6390      
16.5270       5.1320      
11.8910       5.3600      
12.2260       5.2210      
14.4150       4.8330      
14.3990       4.5610      
12.0620       3.9820      
10.3390       3.4360      
9.9130        2.9630      
9.4820        2.5470      
9.3600        2.2850      
12.5740       2.4960      
13.0380       2.8720      
14.2110       3.8450      
12.9700       3.6780      
14.5080       4.2340      
12.0040       4.4120      
11.5350       4.1560      
9.9850        3.6370      
9.5100        3.1280      
9.2430        2.6870      
8.8430        2.3010      
8.5260        1.9740      
8.6110        2.1410      
9.4380        3.1720      
12.3620       6.2530      
10.5020       6.1940      
12.7240       7.5300      
12.9960       8.0200      
11.8510       9.0760      
9.5340        8.2330      
8.8890        7.1510      
8.6650        6.2090      
8.4640        5.3780      
8.5150        4.6700      
7.2660        4.0570      
10.1720       3.8520      
12.6290       5.2350      
12.5850       6.5840      
11.6870       10.0900     
8.8150        9.3440      
15.0920       11.7000     
11.1990       14.9300     
10.3910       13.8800     
7.5940        12.0400     
6.5930        10.3900     
6.4440        8.9950      
9.9610        7.7970      
14.1580       7.2760      
12.7440       6.9440      
12.6660       6.5860      
9.4760        6.3970      
14.2140       7.0730      
10.2340       8.6000      
8.4760        7.5520      
7.6780        6.6050      
7.3480        5.7680      
6.6850        5.0240      
6.2270        4.3870      
7.7120        4.0590      
14.1680       5.9530      
12.6980       5.8950      
13.1980       6.6560      
11.6950       6.9010      
15.3680       7.7890      
12.8180       7.9900      
10.4860       7.3600      
10.1840       6.4990      
9.7140        5.6640      
9.3730        4.9240      
9.2540        4.2910      
11.0760       4.0340      
14.1640       4.1840      
15.1650       4.6220      
14.6770       8.1790      
13.5530       9.0220      
11.8170       8.2400      
10.6860       7.4130      
10.3560       6.6080      
9.3490        5.8460      
8.8220        5.0770      
8.7200        4.3990      
8.6340        3.8190      
8.4930        3.3190      
13.4700       5.3600      
11.2820       6.7370      
14.3370       6.4620      
12.2480       8.5660      
10.7470       8.0030      
12.0520       9.9520      
8.8860        9.0240      
8.5900        7.8150      
8.4240        6.7620      
8.0910        5.8360      
7.8360        5.0490      
8.6060        4.5460      
9.2220        4.2620      
16.1990       6.5660      
13.1730       9.5720      
11.6580       9.9140      
12.1460       10.6300     
11.3300       10.6900     
9.5120        10.1500     
8.9240        8.7920      
8.4570        7.6170      
8.2240        6.5830      
7.9670        5.9800      
7.9010        5.2570      
10.7320       5.1680      
11.6670       5.3180      
7.9890        5.6370      
10.4960       5.8710      
12.2210       5.7380      
11.7880       5.5960      
12.2020       5.3490      
9.1280        4.6530      
7.9510        3.4490      
7.3810        2.9710      
6.3890        2.5580      
7.6360        2.2450      
8.2970        2.7470      
14.0680       2.9430      
10.4110       2.8450      
8.6210        3.4540      
6.6060        3.9190      
6.0540        3.3800      
6.3470        2.9070      
6.6890        2.4980      
6.4490        2.1400      
6.4180        1.8370      
6.9040        1.6130      


SED_OUT_5
observed    simulated
1.9200        18.4900     
5.1500        20.0800     
2.8700        17.0600     
6.6300        22.3600     
4.9100        18.6400     
3.0270        19.6400     
3.1420        20.9500     
3.3670        19.5100     
14.7000       20.1100     
2.6000        18.7300     
7.2000        19.7500     
10.9000       19.8600     
30.4000       25.4000     
17.9000       23.7900     
1.5000        20.5300     
4.2000        23.9900     
1.9000        22.0500     
3.1000        19.8700     


SED_OUT_8
observed    simulated
4.6200        37.1100     
2.0800        36.5900     
8.2600        35.0500     
6.5900        35.1300     
9.7700        35.5500     
10.9200       35.8200     
4.2100        37.5000     
1.9800        35.6900     
1.9200        33.8600     
4.8800        39.2800     
3.2600        31.2900     
8.4800        41.5100     
2.7980        34.1900     
2.3890        35.2800     
1.6010        33.0000     
3.2330        42.0100     
2.2360        32.6900     
4.9000        40.0100     
4.0000        38.6500     
8.3000        38.7400     
1.1500        38.9000     
18.6000       38.3100     
6.4000        54.5900     
9.6000        43.9500     
1.7000        38.4100     
4.0000        43.1500     
3.0000        39.8500     
1.8000        37.9800     
7.5000        37.8600     


SED_OUT_14
observed    simulated
10.3600       31.4100     
8.9000        30.8300     
9.7800        31.2800     
13.5000       27.0700     
19.8600       20.5300     
10.2000       19.4000     
11.3400       18.9600     
6.4800        19.1900     
7.1500        17.6900     
5.5500        39.4600     
7.0800        16.3800     
7.0600        21.5600     
5.0600        39.1700     
11.9000       22.0200     
5.9300        20.2300     
14.1800       21.7000     
23.9500       35.4500     
9.3090        37.6000     
10.9510       16.8100     
9.3000        22.3300     
12.7000       17.2700     
10.9000       17.4000     
13.3000       38.6800     
25.4000       18.4800     
12.4000       17.3900     
16.0000       18.7600     
15.5000       16.9100     


SED_OUT_21
observed    simulated
3.8600        31.8400     
4.3500        27.0900     
31.8800       29.5800     
3.7700        20.9700     
18.3800       28.0600     
3.1670        28.2500     
28.6400       29.8900     
27.5500       30.2200     
26.9500       30.6500     
7.4100        24.9900     
24.2000       29.6400     
4.2000        23.3800     
22.4000       24.6600     
8.9000        22.9900     
18.3000       18.6200     
1.5000        33.4000     
9.9000        33.4000     
5.8000        25.0600     
7.8000        28.1400     
27.9000       27.6800     
5.8000        22.8000     
12.5000       21.2800     


SED_OUT_24
observed    simulated
9.4300        33.3600     
9.5800        36.4300     
6.4100        29.4900     
19.7500       29.5100     
6.0900        36.2400     
8.2900        34.8000     
4.6700        33.8500     
3.7400        30.4300     
9.4300        29.7800     
8.7100        24.3800     
39.4000       31.6800     
2.7500        24.6800     
22.8900       26.7500     
5.1400        31.6700     
9.4900        30.7900     
9.0070        33.5100     
8.1170        32.4600     
9.8610        29.3600     
4.4000        33.0000     
2.4000        28.0100     
10.8000       25.1700     
25.0000       29.9800     
5.1000        25.0800     
13.0000       30.7100     
17.6000       31.3000     
4.9000        27.2500     
4.1000        22.7700     
12.1000       21.5800     


SED_OUT_34
observed    simulated
6.3100        20.9200     
5.7800        18.2600     
6.9400        20.7800     
3.8300        24.5100     
1.5400        21.3400     
4.6610        23.8900     
3.3120        24.2200     
2.7440        19.5400     
4.7000        23.5000     
1.3000        19.7500     
3.3000        17.5900     
7.5000        23.6500     
4.9000        18.2300     
0.8300        24.4800     
9.4000        23.5400     
3.4000        22.4400     
2.5000        16.1200     
3.3000        14.5100     

