Stname  observed          L95PPU          U95PPU        Best_Sim
FLOW_OUT_8     60.722000       14.177807       66.186005       144.600006     
FLOW_OUT_8     72.122002       27.921249       86.706100       141.800003     
FLOW_OUT_8     69.098000       77.567200       142.877319      154.699997     
FLOW_OUT_8     151.089005      344.349976      1041.993042     237.399994     
FLOW_OUT_8     95.588997       81.612640       291.456482      157.199997     
FLOW_OUT_8     79.490997       71.513222       217.178528      156.300003     
FLOW_OUT_8     70.325996       26.049433       146.261002      152.000000     
FLOW_OUT_8     66.666000       16.211060       125.823997      148.800003     
FLOW_OUT_8     66.014000       13.963634       102.735756      145.600006     
FLOW_OUT_8     64.981003       10.547832       79.595261       142.300003     
FLOW_OUT_8     63.612000       11.860568       62.527996       138.800003     
FLOW_OUT_8     63.507000       10.275702       47.630001       135.199997     
FLOW_OUT_8     69.498001       33.797600       82.957085       132.899994     
FLOW_OUT_8     75.293999       62.419003       168.224945      130.899994     
FLOW_OUT_8     79.026001       140.904999      260.819977      178.899994     
FLOW_OUT_11     39.101002       22.056400       40.969250       14.220000      
FLOW_OUT_11     38.669998       22.072001       32.042625       15.450000      
FLOW_OUT_11     38.169998       18.912800       26.672873       15.850000      
FLOW_OUT_11     33.557999       10.118884       22.040918       16.790001      
FLOW_OUT_11     31.643999       10.407322       16.183498       16.230000      
FLOW_OUT_11     27.139000       0.058442        8.487640        14.120000      
FLOW_OUT_11     25.888000       0.015961        3.639000        12.130000      
FLOW_OUT_11     24.920000       0.025763        1.050151        10.390000      
FLOW_OUT_11     23.982000       0.026834        0.906515        8.927000       
FLOW_OUT_11     25.944000       3.615292        9.413183        8.315000       
FLOW_OUT_11     31.285000       9.997201        17.357868       9.442000       
FLOW_OUT_11     31.142000       11.023400       19.936438       10.330000      
FLOW_OUT_11     45.556000       28.094000       80.138672       13.900000      
FLOW_OUT_11     57.931000       32.576286       59.566010       21.190001      
FLOW_OUT_11     55.271999       37.194000       54.773994       23.129999      
FLOW_OUT_11     38.816002       3.726439        29.469170       24.129999      
FLOW_OUT_11     32.389999       0.315982        16.817522       20.950001      
FLOW_OUT_11     29.174999       0.111598        7.264794        18.030001      
FLOW_OUT_11     28.226000       0.050808        3.128512        15.520000      
FLOW_OUT_11     26.870001       0.024514        1.339611        13.330000      
FLOW_OUT_11     25.316999       0.014781        1.147000        11.470000      
FLOW_OUT_11     26.731001       1.990515        3.899321        10.160000      
FLOW_OUT_11     29.132000       2.329583        5.822875        9.031000       
FLOW_OUT_11     36.962002       7.884000        15.860769       9.234000       
FLOW_OUT_11     38.546001       18.917999       35.529003       11.460000      
FLOW_OUT_11     44.169998       39.231247       71.803787       17.559999      
FLOW_OUT_11     50.110001       49.057243       67.493103       22.139999      
FLOW_OUT_11     39.770000       1.944440        29.937195       23.620001      
FLOW_OUT_11     38.894001       18.695833       30.055494       22.379999      
FLOW_OUT_11     31.542000       0.775267        17.502634       21.059999      
FLOW_OUT_11     29.650000       0.063243        7.267214        18.110001      
FLOW_OUT_11     27.747999       0.020221        3.106000        15.530000      
FLOW_OUT_11     25.094999       0.017191        1.334000        13.340000      
FLOW_OUT_11     24.465000       0.014630        0.570574        11.470000      
FLOW_OUT_11     37.102001       15.442550       80.576019       12.850000      
FLOW_OUT_11     39.724998       46.171127       80.468994       23.040001      
FLOW_OUT_11     30.923000       1.843783        32.580620       24.459999      
FLOW_OUT_11     35.981998       1.214529        15.902500       22.030001      
FLOW_OUT_11     41.710999       16.815001       29.710320       20.530001      
FLOW_OUT_11     46.068001       22.093000       36.536999       21.200001      
FLOW_OUT_11     32.943001       0.877646        17.904030       20.530001      
FLOW_OUT_11     28.551001       0.115766        8.880810        17.670000      
FLOW_OUT_11     27.225000       0.023930        4.559763        15.190000      
FLOW_OUT_11     25.593000       0.016765        1.301000        13.010000      
FLOW_OUT_11     25.450001       0.014407        1.118000        11.180000      
FLOW_OUT_11     27.284000       7.264899        23.180943       10.900000      
FLOW_OUT_11     36.118999       25.968000       68.991562       14.310000      
FLOW_OUT_11     34.514999       23.649998       52.559990       20.219999      
FLOW_OUT_11     34.671001       13.523750       30.495501       20.830000      
FLOW_OUT_11     48.237999       80.155998       183.818390      31.879999      
FLOW_OUT_11     33.868000       11.115799       66.204994       37.540001      
FLOW_OUT_11     29.944000       0.880642        27.611473       32.709999      
FLOW_OUT_11     26.687000       0.542954        11.591660       28.219999      
FLOW_OUT_11     22.958000       0.400811        5.163680        24.340000      
FLOW_OUT_11     21.856001       0.288711        2.334800        20.990000      
FLOW_OUT_11     21.181000       0.216524        1.980150        18.059999      
FLOW_OUT_11     20.125999       0.165586        0.913668        15.580000      
FLOW_OUT_11     20.525999       0.137689        0.783267        13.440000      
FLOW_OUT_11     23.566000       1.635536        5.995958        11.730000      
FLOW_OUT_11     29.472000       11.972150       24.727127       12.670000      
FLOW_OUT_11     30.615000       15.151999       26.069996       13.730000      
FLOW_OUT_11     42.367001       21.310419       30.068130       15.380000      
FLOW_OUT_11     38.313999       37.345245       80.999756       19.330000      
FLOW_OUT_11     35.664001       5.683031        38.065998       23.340000      
FLOW_OUT_11     28.576000       0.323174        16.587040       20.150000      
FLOW_OUT_11     23.125999       0.150534        7.008740        17.330000      
FLOW_OUT_11     21.763000       0.080854        3.031216        14.910000      
FLOW_OUT_11     20.969999       0.038434        1.298782        12.790000      
FLOW_OUT_11     21.016001       0.078908        0.608922        11.000000      
FLOW_OUT_11     20.893999       0.202752        0.653135        9.483000       
