Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:46830000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
46830000;1;01/05/2015;;1;1;135,824;74,63;95,348;6;31;1;1;1;;0;110,851;117,889;123,957;129,563;134,678;135,824;130,694;125,63;119,534;114,622;107,652;91,134;87,151;85,183;84,204;83,229;82,258;81,291;81,291;80,809;80,328;79,368;78,413;77,936;76,987;76,513;76,513;76,513;75,57;75,57;74,63;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/04/2015;;1;1;120,084;89,135;99,257;26;6;1;1;1;;0;91,134;90,633;90,133;90,633;89,634;89,135;89,135;90,633;91,134;92,643;93,148;92,643;91,134;91,134;90,133;90,633;91,134;94,16;99,794;106,064;108,715;111,387;111,924;111,387;110,851;120,084;117,889;115,708;113,54;111,387;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
46830000;1;01/03/2015;;1;1;119,534;80,809;96,801;25;8;1;1;1;;0;106,064;101,349;95,686;88,142;85,674;83,716;82,258;80,809;82,258;82,258;83,229;84,693;87,151;91,134;95,686;96,707;95,686;93,148;94,16;96,196;99,277;106,592;110,315;114,622;119,534;118,985;115,165;111,387;105,01;99,277;94,668;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/02/2015;;1;1;115,708;80,328;96,515;12;4;1;1;1;;0;80,809;80,809;80,809;80,328;90,133;91,134;92,643;96,707;103,96;110,315;113,001;115,708;111,924;107,652;105,01;95,686;85,183;83,716;83,229;86,658;89,634;97,219;103,436;105,537;105,537;105,01;102,391;98,246;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
46830000;1;01/01/2015;;1;1;83,229;67,255;74,672;1;17;1;1;1;;0;83,229;80,809;78,413;77,936;77,936;77,936;76,513;76,513;75,57;75,099;73,694;72,298;71,372;70,45;68,618;68,163;67,255;67,255;67,255;67,255;67,255;67,709;72,298;76,513;79,368;79,368;79,368;79,368;79,368;80,328;80,328;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/11/2014;;1;1;118,74;73,077;91,447;21;5;0;0;1;;0;75,015;75,015;75,015;75,015;73,077;73,077;73,077;74,045;74,045;74,045;75,015;81,87;82,858;88,834;94,38;95,394;98,962;104,101;106,689;112,946;116,627;118,74;118,74;118,74;115,573;101,012;98,962;90,843;90,843;90,843;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
46830000;1;01/10/2014;;1;1;75,015;64,478;66,131;31;22;0;0;1;;0;65,423;65,423;65,423;65,423;65,423;65,423;65,423;68,275;66,371;66,371;65,423;65,423;65,423;65,423;65,423;65,423;65,423;65,423;65,423;65,423;65,423;64,478;64,478;64,478;66,371;66,371;66,371;67,322;68,275;68,275;75,015;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/09/2014;;1;1;68,275;65,423;66,863;1;30;0;0;1;;0;67,798;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;66,371;66,371;66,371;66,371;66,371;66,371;66,371;66,371;66,371;66,371;66,371;66,371;66,371;65,423;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
46830000;1;01/08/2014;;1;1;72,112;68,275;69,587;1;22;0;0;1;;0;72,112;71,149;71,149;71,149;71,149;71,149;71,149;70,188;70,188;70,188;70,188;70,188;70,188;69,709;69,23;69,23;69,23;69,23;69,23;69,23;69,23;68,275;68,275;68,275;68,275;68,275;68,275;68,275;68,275;68,275;68,275;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/07/2014;;1;1;76,962;72,112;74,516;1;29;0;0;1;;0;76,962;76,962;76,962;76,474;75,987;75,987;75,987;75,501;75,015;75,015;75,015;75,015;75,015;75,015;75,015;75,015;75,015;74,045;74,045;74,045;74,045;73,077;73,077;73,077;73,077;73,077;73,077;73,077;72,112;72,112;72,112;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/06/2014;;1;1;80,884;76,962;78,202;1;16;0;0;1;;0;80,884;80,884;80,884;79,9;79,9;79,9;79,9;78,918;78,918;78,918;78,918;78,918;78,918;77,939;77,939;76,962;76,962;76,962;76,962;76,962;76,962;76,962;76,962;76,962;76,962;76,962;76,962;76,962;76,962;76,962;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
46830000;1;01/05/2014;;1;1;90,843;80,884;83,984;1;14;0;0;1;;0;90,843;89,838;89,838;89,838;85,837;84,842;84,842;84,842;82,858;82,858;82,858;82,858;82,858;80,884;80,884;80,884;83,849;83,849;82,858;82,858;82,858;82,858;82,858;82,858;81,87;83,849;83,849;82,858;82,858;82,858;82,858;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/04/2014;;1;1;134,809;90,843;107,979;15;29;0;0;1;;0;100,499;101,012;101,012;101,012;101,012;101,012;104,618;108,767;110,853;111,899;112,946;116,627;121,923;129,41;133,725;133,725;133,725;133,185;120,33;113,471;107,207;100,499;96,411;94,887;92,356;91,851;91,851;91,851;90,843;90,843;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
46830000;1;01/03/2014;;1;1;152,352;89,838;111,886;1;22;0;0;1;;0;151,244;150,69;141,887;135,893;116,1;114,521;118,211;119,799;120,86;127,263;128,336;125,122;119,799;116,1;113,471;109,288;107,727;104,618;96,92;93,873;91,347;89,838;89,838;90,843;92,356;95,394;97,94;101,012;103,585;103,07;101,526;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/02/2014;;1;1;147,929;75,987;101,731;28;10;0;0;1;;0;95,394;97,43;86,335;84,345;82,364;81,377;78,428;77,939;77,939;76,962;75,987;75,987;76,474;77,939;83,849;88,334;93,873;103,585;110,331;119,27;124,054;129,41;134,809;137,523;140,794;143,53;146,276;147,929;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
46830000;1;01/01/2014;;1;1;171,535;85,837;100,379;1;14;0;0;1;;0;171,535;135,893;135,893;133,185;125,122;113,471;103,07;95,902;91,851;88,834;86,834;86,834;86,834;86,335;85,837;88,334;91,851;93,367;92,861;92,861;91,851;91,851;91,851;91,851;91,851;91,851;94,38;95,394;95,902;94,38;93,873;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/12/2013;;1;1;189,844;93,873;126,314;27;1;0;0;1;;0;93,873;93,873;96,411;102,554;98,962;98,451;93,873;93,873;93,873;94,38;93,873;94,887;102,554;108,767;111,899;115,047;118,74;119,27;120,86;121,392;128,873;146,276;150,69;154,017;161,567;170,416;189,261;188,678;189,844;188,096;180,596;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/11/2013;;1;1;95,902;71,149;77,91;30;24;0;0;1;;0;72,112;72,112;72,112;72,112;73,077;75,015;75,987;76,962;76,962;76,962;77,939;78,918;77,939;77,939;77,939;77,45;76,962;76,962;76,962;76,962;75,015;75,015;75,015;73,561;73,077;84,345;87,333;89,336;90,34;94,887;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
46830000;1;01/10/2013;;1;1;76,962;64,478;68,34;26;3;0;0;1;;0;65,423;65,423;64,95;64,478;64,478;64,478;64,478;64,478;64,95;65,897;68,275;68,275;68,275;68,275;68,275;66,371;66,371;66,371;66,846;67,798;67,322;67,798;68,275;68,752;72,594;76,474;75,987;75,987;75,987;73,077;72,112;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/09/2013;;1;1;68,275;65,423;66,879;5;25;2;2;2;;0;67,322;67,322;67,322;67,322;68,275;68,275;68,275;68,275;67,322;66,371;66,371;67,322;67,322;67,322;67,322;67,322;67,322;66,371;66,371;66,371;66,371;66,371;66,371;66,371;65,423;65,423;65,423;66,371;66,371;66,371;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0;
46830000;1;01/08/2013;;1;1;72,112;67,322;69,897;2;30;0;0;1;;0;71,63;72,112;71,149;71,149;71,149;71,149;71,149;71,149;71,149;71,149;71,149;71,149;71,149;70,668;70,188;70,188;70,188;69,23;69,23;69,23;69,23;69,23;68,752;68,275;68,275;68,275;68,275;68,275;68,275;67,322;67,322;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/07/2013;;1;1;75,987;72,112;73,875;1;24;0;0;1;;0;75,501;75,987;75,987;75,987;75,501;75,015;75,015;75,015;75,015;74,529;74,045;74,045;74,045;74,045;74,045;73,077;73,561;74,045;74,045;74,045;74,045;73,077;73,077;72,594;72,112;72,112;72,112;72,112;72,112;72,112;72,112;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/06/2013;;1;1;80,884;75,015;78,203;1;28;0;0;1;;0;80,884;80,884;80,884;80,884;79,9;79,409;78,918;78,918;78,918;78,918;78,918;78,918;78,428;78,918;78,428;77,939;77,939;77,939;77,939;77,939;77,939;76,962;76,962;76,962;76,962;76,474;75,987;75,501;75,501;75,015;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
46830000;1;01/05/2013;;1;1;89,838;78,918;83,264;1;26;0;0;1;;0;88,834;87,333;86,335;85,837;85,837;85,339;84,345;83,849;85,837;84,842;84,842;84,842;84,842;84,345;83,849;83,849;83,353;82,858;81,87;81,377;80,884;80,884;80,392;79,9;79,9;79,409;80,392;80,884;81,377;80,884;81,87;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/04/2013;;1;1;130,487;89,838;106,708;1;30;3;3;3;;0;130,487;130,487;125,656;113,996;103,585;98,962;97,94;95,902;100,499;102,04;95,902;106,689;107,727;110,331;110,331;110,853;106,17;93,873;111,899;113,471;113,471;113,471;113,996;107,727;104,618;102,04;101,526;95,394;91,851;90,34;;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;0;
46830000;1;01/03/2013;;1;1;138,067;80,884;97,216;31;8;0;0;1;;0;87,833;87,833;87,833;87,833;87,333;86,335;85,339;82,364;80,884;80,884;80,884;80,884;82,364;83,353;82,858;83,849;87,833;88,334;90,843;93,873;94,887;98,962;99,986;102,04;117,155;123,521;127,263;129,948;135,893;136,436;138,067;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/02/2013;;1;1;176,042;81,87;100,021;2;19;0;0;1;;0;163,212;173,783;152,906;116,627;111,899;108,247;101,012;96,411;93,873;89,838;89,838;86,834;84,842;84,345;83,849;83,849;84,345;85,339;85,339;92,861;93,367;95,902;94,887;91,851;90,34;89,336;87,833;87,833;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
46830000;1;01/01/2013;;1;1;179,454;75,987;111,796;30;3;0;0;1;;0;76,962;76,962;75,987;76,962;76,962;76,962;77,939;78,428;80,884;83,849;84,842;88,834;89,838;99,986;106,689;108,247;109,288;112,422;121,392;124,054;124,588;124,054;123,521;133,725;136,979;150,137;156,674;164,312;171,535;179,454;173,22;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/12/2012;;1;1;144,627;76,962;105,973;5;30;0;0;1;;0;134,809;136,979;141,34;143,53;144,078;142,982;142,434;135,893;121,392;117,155;110,331;115,573;110,331;104,101;103,07;103,07;101,012;96,92;93,367;92,861;91,851;86,335;84,842;84,842;79,409;78,918;77,939;77,939;77,939;76,962;76,962;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/11/2012;;1;1;133,725;67,322;107,74;20;1;0;0;1;;0;67,322;70,668;73,077;75,501;77,939;80,884;87,833;86,335;92,356;96,92;105,135;117,683;126,727;127,799;127,263;123,521;122,988;126,727;130,487;132,644;131,025;121,923;116,1;115,573;113,471;111,376;111,899;115,573;119,799;125,656;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
46830000;1;01/10/2012;;1;1;71,149;67,322;69,356;19;9;0;0;1;;0;70,188;70,188;70,188;69,23;69,23;68,752;68,275;68,275;67,322;67,798;68,275;68,275;69,23;70,188;70,188;70,188;70,188;70,188;71,149;71,149;71,149;71,149;70,668;70,188;70,188;70,188;68,275;67,798;67,322;67,322;67,322;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/09/2012;;1;1;73,077;70,188;71,133;1;16;0;0;1;;0;73,077;72,112;72,112;72,112;72,112;72,112;72,112;71,63;71,149;71,149;71,149;71,149;71,149;71,149;71,149;70,668;70,188;70,188;70,188;70,188;70,188;70,188;70,188;70,668;71,149;71,149;71,149;71,149;71,149;70,188;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
46830000;1;01/08/2012;;1;1;75,987;71,149;73,812;1;17;0;0;1;;0;75,501;75,015;75,015;75,015;75,015;75,015;75,015;75,015;75,015;74,045;74,045;74,045;74,045;74,045;74,045;73,561;71,63;73,077;73,077;73,077;73,077;73,077;73,077;73,077;73,077;73,077;73,077;73,077;73,077;73,077;73,077;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/07/2012;;1;1;80,884;75,987;78,542;1;27;0;0;1;;0;80,884;80,884;80,884;80,884;80,392;79,9;79,9;79,9;79,9;79,9;79,9;79,9;79,9;79,409;78,918;78,918;78,918;77,939;77,939;77,939;76,962;76,962;76,962;76,962;76,962;76,962;75,987;75,987;75,987;75,987;75,987;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/06/2012;;1;1;86,834;80,884;82,943;1;27;0;0;1;;0;86,834;86,834;84,842;84,842;84,345;83,849;83,849;83,849;83,849;83,849;82,858;82,858;82,858;82,858;82,858;82,858;82,858;82,858;81,87;81,87;81,87;81,87;81,87;81,87;81,87;81,87;80,884;80,884;80,884;80,884;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
46830000;1;01/05/2012;;1;1;99,986;83,849;88,378;23;8;0;0;1;;0;90,843;89,838;87,833;87,833;86,834;85,837;85,837;83,849;84,842;84,842;83,849;83,849;83,849;83,849;83,849;83,849;84,842;84,842;85,837;85,837;83,849;97,94;99,986;99,986;98,962;96,92;94,887;90,843;88,834;87,833;86,834;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/04/2012;;1;1;105,135;90,843;94,659;22;18;0;0;1;;0;98,962;96,92;93,873;93,873;95,902;94,887;94,887;92,861;91,851;92,861;93,367;93,873;92,861;92,861;92,861;94,887;92,861;90,843;92,356;95,902;98,962;105,135;101,012;96,92;93,873;92,861;92,861;92,861;92,861;92,861;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
46830000;1;01/03/2012;;1;1;124,054;97,94;106,717;25;16;0;0;1;;0;101,012;103,07;103,07;102,04;101,526;101,012;99,986;99,986;101,012;101,012;99,986;99,986;99,986;99,986;98,962;98,451;99,986;105,135;110,331;112,422;115,573;118,211;119,799;119,799;124,054;124,054;122,988;113,471;109,288;103,07;98,962;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/02/2012;;1;1;126,191;96,92;114,124;2;25;0;0;1;;0;125,122;126,191;126,191;126,191;126,191;125,122;125,656;125,122;124,588;116,627;111,376;111,376;112,422;113,471;116,1;116,627;115,573;115,573;113,996;112,946;111,376;107,727;105,135;102,04;98,451;98,962;99,474;99,986;99,986;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
46830000;1;01/01/2012;;1;1;180,596;103,07;132,482;12;1;0;0;1;;0;103,585;105,135;113,471;124,054;133,725;143,53;151,244;156,134;157,214;171,535;177,176;179,454;176,609;170,416;152,906;130,487;117,155;112,422;109,288;109,288;110,853;113,471;116,1;118,211;119,799;122,455;122,988;122,988;122,988;120,86;121,392;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/12/2011;;1;1;152,352;101,012;134,296;22;31;0;0;1;;0;126,727;132,104;134,809;135,893;138,067;138,611;139,156;140,794;141,34;144,627;143,53;135,351;132,644;117,683;120,86;124,054;133,725;140,247;145,176;149,032;150,137;152,352;150,69;147,929;142,434;135,351;129,41;120,86;109,809;108,767;101,012;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/11/2011;;1;1;127,263;88,834;106,448;11;1;0;0;1;;0;88,834;88,834;90,843;92,861;95,902;109,288;116,627;120,33;125,122;126,191;125,656;116,627;119,799;120,33;106,17;102,04;98,451;96,92;96,411;97,94;96,92;96,92;96,92;98,962;101,526;105,135;108,247;112,946;117,683;122,988;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
46830000;1;01/10/2011;;1;1;117,683;70,188;90,672;25;1;0;0;1;;0;70,188;70,188;71,149;71,149;71,149;76,962;77,45;79,9;79,9;78,918;79,9;76,962;75,987;75,987;75,987;83,849;88,834;97,94;104,101;111,376;107,207;109,809;113,471;115,573;117,683;115,573;113,471;110,331;103,07;96,92;89,838;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/09/2011;;1;1;75,015;70,188;71,921;1;30;0;0;1;;0;75,015;75,015;75,015;73,077;73,077;72,112;73,077;72,112;72,112;72,112;72,112;72,112;72,112;71,149;71,149;71,149;71,149;71,149;71,149;71,149;71,149;71,149;71,149;71,149;71,149;71,149;71,149;71,149;71,149;70,188;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
46830000;1;01/08/2011;;1;1;78,918;75,015;76,21;1;16;0;0;1;;0;78,918;78,918;77,939;76,962;77,939;77,939;77,939;77,939;78,918;76,962;76,962;76,962;75,987;75,987;75,987;75,015;75,015;75,015;75,015;75,015;75,015;75,015;75,015;75,015;75,015;75,015;75,015;75,015;75,015;75,015;75,015;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/07/2011;;1;1;84,842;78,918;81,03;2;27;0;0;1;;0;83,849;84,842;82,858;82,858;82,858;82,858;82,858;82,364;80,884;81,87;80,884;80,884;80,884;80,884;80,884;80,884;80,884;80,884;80,884;80,884;80,884;79,9;79,9;79,9;79,9;79,9;78,918;78,918;78,918;78,918;78,918;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/06/2011;;1;1;90,8;82,9;86,9;1;7;3;3;3;;0;90,8;89,8;89,8;89,8;89,8;88,8;82,9;89,3;88,8;88,8;88,8;87,8;86,8;88,3;86,8;86,8;86,8;86,3;86,8;85,8;84,8;84,8;84,8;84,8;84,8;84,8;84,8;84,8;83,8;83,8;;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
46830000;1;01/05/2011;;1;1;96,92;90,843;93,141;1;30;0;0;1;;0;96,92;95,902;94,887;94,887;94,887;93,873;93,873;94,38;92,861;92,861;92,861;91,851;91,851;91,851;91,851;91,851;91,851;91,851;91,851;91,851;92,861;93,873;91,851;93,873;94,887;94,887;93,873;92,861;91,851;90,843;90,843;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/04/2011;;1;1;127,263;96,92;113,246;6;26;0;0;1;;0;118,74;119,799;121,923;121,923;126,191;127,263;126,191;125,122;124,054;121,923;124,054;124,054;124,054;123,521;120,33;119,799;116,1;110,331;106,689;104,618;102,04;103,07;101,012;101,012;98,962;96,92;96,92;96,92;96,92;96,92;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
46830000;1;01/03/2011;;1;1;168,186;119,799;140,272;8;31;0;0;1;;0;126,191;128,336;136,979;138,611;143,53;143,53;149,032;167,63;164,863;161,021;158,298;155,056;145,726;141,34;147,929;139,702;143,53;143,53;143,53;141,34;141,34;140,794;135,893;132,644;130,487;129,41;125,122;128,336;121,923;122,988;119,799;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/02/2011;;1;1;138,067;101,012;116,704;22;12;0;0;1;;0;102,554;103,07;103,07;104,101;108,247;111,376;112,946;113,471;113,471;110,331;107,207;101,012;107,207;108,767;111,376;114,521;119,27;123,521;128,336;132,644;136,979;138,067;134,809;129,41;122,988;122,988;122,988;122,988;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
46830000;1;01/01/2011;;1;1;146,827;103,07;122,664;10;25;0;0;1;;0;115,573;116,627;127,799;130,487;131,565;134,809;138,067;142,982;144,627;146,827;137,523;140,794;131,025;131,565;132,104;131,565;130,487;128,336;125,122;120,33;115,573;110,331;106,17;105,652;103,585;103,585;104,101;104,101;104,101;103,585;103,585;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/12/2010;;1;1;116,627;87,833;103,131;20;10;0;0;1;;0;107,208;107,208;107,208;106,689;104,101;98,962;93,873;92,861;91,851;88,334;90,34;93,367;97,94;103,07;104,101;108,247;110,853;111,376;114,521;116,1;115,573;115,573;111,376;108,247;101,012;97,94;93,873;91,851;98,451;104,101;110,853;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/11/2010;;1;1;122,988;72,112;100,831;23;13;0;0;1;;0;108,767;108,247;104,101;99,474;94,887;93,873;91,851;90,843;86,834;83,849;80,884;78,918;75,015;76,474;77,45;83,353;96,411;108,767;111,376;115,047;119,27;121,392;122,455;118,211;117,683;112,946;111,899;112,422;113,471;108,767;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
46830000;1;01/10/2010;;1;1;108,247;67,322;75,342;31;1;0;0;1;;0;67,322;67,322;68,275;69,23;70,188;70,188;70,188;68,752;68,275;68,275;68,275;69,23;69,23;69,23;69,23;69,23;69,23;69,23;69,23;69,709;72,112;75,015;75,015;75,015;75,987;81,87;87,833;93,367;104,101;107,208;108,247;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;1;01/09/2010;;1;1;70,188;64,478;68,516;7;26;0;0;1;;0;69,709;69,709;69,23;69,23;69,23;69,23;70,188;69,23;69,23;69,23;69,23;69,23;69,23;70,188;70,188;70,188;68,275;68,275;67,322;67,798;68,752;67,322;67,322;67,322;66,371;64,95;67,322;67,322;67,322;67,322;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
46830000;1;01/08/2010;;1;1;73,077;70,188;71,538;1;26;0;0;1;;0;73,077;73,077;73,077;72,112;72,112;72,112;72,112;72,112;72,112;72,112;72,112;71,63;71,149;71,149;72,112;72,112;72,112;72,112;71,149;71,149;71,149;71,149;71,149;71,149;71,149;70,188;70,188;70,188;70,188;70,188;70,188;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
