Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:46830000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
46830000;2;01/01/1983;;1;1;156,047;102,919;118,938;31;21;1;1;1;;0;113,99;114,852;117,448;120,057;123,556;124,435;124,435;121,804;118,316;115,716;113,99;112,27;107,996;105,45;106,297;108,848;112,27;109,701;106,297;103,761;102,919;104,605;107,996;112,27;123,556;127,963;133,297;139,583;145,936;151,432;156,047;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/12/1982;;1;1;113,99;84;89,574;31;15;1;1;1;;0;86,417;85,609;84,804;84,804;84,804;86,417;87,226;87,226;87,226;86,417;85,609;85,609;84,804;84,804;84;84;85,609;87,226;88,849;89,663;90,479;88,849;87,226;85,609;88,037;90,479;94,585;100,402;105,45;110,556;113,99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/11/1982;;1;1;93,76;83,198;88,673;3;26;1;1;1;;0;90,479;92,117;93,76;93,76;91,297;88,849;87,226;87,226;87,226;88,037;90,479;91,297;91,297;92,117;92,938;92,117;92,117;90,479;90,479;88,849;87,226;85,609;85,609;84;84;83,198;84;84;84,804;85,609;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/10/1982;;1;1;93,76;83,198;88,258;4;26;1;1;1;;0;85,609;88,037;92,117;93,76;92,117;90,479;88,849;87,226;88,849;92,117;92,117;92,117;92,117;90,479;89,663;88,849;88,849;88,849;88,849;88,849;87,226;85,609;84,804;84;84;83,198;83,198;83,198;84,804;87,226;88,849;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/09/1982;;1;1;87,226;82,398;84,109;25;9;1;1;1;;0;84;84;84;84;83,198;83,198;83,198;83,198;82,398;82,398;82,398;83,198;83,198;83,198;84;84;84;84;84;84;84;84;84,804;85,609;87,226;87,226;87,226;85,609;84;84;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/08/1982;;1;1;88,849;84;86,393;1;31;1;1;1;;0;88,849;88,849;88,849;88,037;88,037;88,037;87,226;87,226;87,226;87,226;86,417;86,417;86,417;86,417;86,417;86,417;86,417;85,609;85,609;85,609;85,609;85,609;85,609;85,609;85,609;85,609;84,804;84,804;84,804;84,804;84;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/07/1982;;1;1;90,479;88,849;89,953;1;25;1;1;1;;0;90,479;90,479;90,479;90,479;90,479;90,479;90,479;90,479;90,479;90,479;90,479;90,479;90,479;90,479;90,479;90,479;90,479;90,479;89,663;89,663;89,663;89,663;89,663;89,663;88,849;88,849;88,849;88,849;88,849;88,849;88,849;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/06/1982;;1;1;93,76;90,479;92,035;1;30;1;1;1;;0;93,76;92,938;92,938;92,938;92,117;92,117;92,117;92,117;92,117;92,117;92,117;92,117;92,117;92,117;92,117;92,117;92,117;92,117;92,117;92,117;92,117;92,117;92,117;91,297;91,297;91,297;91,297;91,297;91,297;90,479;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/05/1982;;1;1;101,239;93,76;97,237;1;27;1;1;1;;0;101,239;100,402;100,402;100,402;100,402;100,402;100,402;100,402;100,402;100,402;99,566;98,731;97,899;97,068;97,068;97,068;96,239;96,239;96,239;96,239;95,411;94,585;94,585;94,585;94,585;94,585;93,76;93,76;93,76;93,76;93,76;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/04/1982;;1;1;140,487;102,078;120,667;5;30;1;1;1;;0;123,556;127,963;132,405;137,781;140,487;135,086;124,435;113,99;119,186;124,435;127,079;124,435;122,679;120,93;120,93;126,196;124,435;124,435;121,804;120,93;120,93;119,186;117,448;113,99;110,556;107,996;105,45;105,45;103,761;102,078;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/03/1982;;1;1;140,487;108,848;123,579;12;22;1;1;1;;0;120,93;124,435;126,196;126,196;129,735;131,514;135,086;133,297;131,514;133,297;136,881;140,487;140,487;138,681;136,881;134,191;129,735;122,679;115,716;111,412;109,701;108,848;110,556;110,556;112,27;110,556;110,556;112,27;112,27;115,716;118,316;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/02/1982;;1;1;133,297;100,402;110,337;1;16;1;1;1;;0;133,297;129,735;126,196;121,804;117,448;114,852;111,412;110,556;110,556;110,556;108,848;107,146;104,605;103,761;102,078;100,402;100,402;100,402;100,402;101,239;102,078;101,239;102,078;106,297;109,701;115,716;117,448;119,186;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
46830000;2;01/01/1982;;1;1;203,793;100,402;153,014;23;1;1;1;1;;0;100,402;102,078;105,45;110,556;112,27;115,716;123,556;127,963;131,514;135,086;138,681;144,114;147,762;149,594;155,122;153,274;155,122;163,498;170,082;177,68;189,218;199,586;203,793;199,586;196,814;196,814;192,705;183,428;169,138;152,352;140,487;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/12/1981;;1;1;126,196;88,849;102,454;1;29;1;1;1;;0;126,196;124,435;122,679;120,93;119,186;117,448;115,716;110,556;106,297;102,919;99,566;96,239;93,76;94,585;94,585;95,411;95,411;95,411;97,899;100,402;100,402;100,402;100,402;98,731;97,068;94,585;92,117;90,479;88,849;90,479;92,938;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/11/1981;;1;1;159,235;115,493;141,002;14;1;1;1;1;;0;115,493;117,409;119,332;121,263;125,146;128,076;134,974;137,956;140,952;143,963;149,014;153,084;158,206;159,235;159,235;155,128;153,084;146,989;145,979;150,029;155,128;154,197;149,594;145,024;142,298;140,487;137,781;133,297;127,963;129,735;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/10/1981;;1;1;113,584;81,437;95,356;31;1;1;1;1;;0;81,437;81,437;81,437;82,32;84,093;88,564;91,272;93,088;93,998;93,088;91,272;91,272;92,179;93,088;94,911;95,826;96,743;96,743;94,911;93,088;94,911;95,826;95,826;97,662;103,218;106,022;107,901;109,788;109,788;110,734;113,584;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/09/1981;;1;1;85,875;81,437;83,653;1;25;1;1;1;;0;85,875;85,875;85,875;85,875;85,875;85,875;85,875;85,875;85,875;85,875;84,093;84,093;84,093;83,206;83,206;83,206;83,206;83,206;82,32;82,32;82,32;82,32;82,32;82,32;81,437;81,437;81,437;81,437;81,437;81,437;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/08/1981;;1;1;88,564;85,875;87,29;1;29;1;1;1;;0;88,564;88,564;88,564;88,564;88,564;88,564;88,564;87,666;86,769;86,769;86,769;86,769;86,769;86,769;86,769;86,769;86,769;86,769;86,769;86,769;86,769;87,666;87,666;87,666;87,666;87,666;87,666;86,769;85,875;85,875;85,875;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/07/1981;;1;1;91,272;88,564;90,34;1;27;1;1;1;;0;91,272;91,272;91,272;91,272;91,272;91,272;91,272;91,272;91,272;91,272;91,272;91,272;91,272;91,272;91,272;91,272;90,367;90,367;90,367;89,465;89,465;89,465;89,465;89,465;89,465;89,465;88,564;88,564;88,564;88,564;88,564;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/06/1981;;1;1;113,584;91,272;97,414;14;28;1;1;1;;0;93,998;93,088;93,088;93,088;93,088;93,088;93,088;93,998;95,826;102,287;106,961;110,734;112,632;113,584;111,682;106,961;102,287;100,431;94,911;94,911;93,088;93,088;93,088;93,088;92,179;92,179;92,179;91,272;91,272;91,272;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/05/1981;;1;1;102,287;93,998;96,692;1;26;1;1;1;;0;102,287;101,358;101,358;100,431;100,431;99,506;99,506;98,583;98,583;97,662;96,743;96,743;96,743;96,743;95,826;95,826;95,826;94,911;94,911;94,911;94,911;94,911;94,911;94,911;94,911;93,998;93,998;93,998;93,998;93,998;93,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/04/1981;;1;1;214,754;106,022;144,97;1;17;1;1;1;;0;214,754;214,754;210,351;201,607;192,951;189,728;184,383;175,907;164,404;153,084;142,958;132,995;123,201;114,537;111,682;107,901;106,022;107,901;116,45;127,098;134,974;136,96;134,974;132,995;131,022;129,056;124,172;117,409;108,844;106,022;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/03/1981;;1;1;203,785;87,666;123,564;31;6;1;1;1;;0;89,465;89,465;88,564;88,564;88,564;87,666;89,465;91,272;93,088;99,506;102,287;108,844;111,682;113,584;115,493;118,37;121,263;125,146;127,098;129,056;132,995;133,983;135,966;138,953;142,958;152,064;162,332;173,802;182,256;192,951;203,785;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/02/1981;;1;1;133,983;89,465;103,789;1;28;1;1;1;;0;133,983;132,008;128,076;123,201;119,332;114,537;111,682;107,901;106,022;103,218;102,287;101,358;100,431;98,583;98,583;97,662;98,583;98,583;98,583;96,743;94,911;93,088;93,088;91,272;91,272;91,272;90,367;89,465;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
46830000;2;01/01/1981;;1;1;159,235;111,682;133,914;7;13;1;1;1;;0;129,056;135,966;141,954;145,979;151,046;156,153;159,235;157,179;151,046;139,952;128,076;115,493;111,682;113,584;117,409;125,146;129,056;131,022;132,995;132,995;130,038;131,022;130,038;128,076;125,146;127,098;131,022;134,974;136,96;136,96;134,974;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/12/1980;;1;1;165,442;110,734;133,033;20;29;1;1;1;;0;118,37;120,297;122,231;129,056;133,983;137,956;138,953;134,974;132,008;127,098;120,297;119,332;119,332;123,201;129,056;137,956;145,979;153,084;162,332;165,442;161,298;155,128;150,029;145,979;137,956;127,098;118,37;112,632;110,734;113,584;120,297;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/11/1980;;1;1;137,956;79,677;113,887;22;1;1;1;1;;0;79,677;83,206;88,564;93,998;100,431;103,218;106,961;110,734;114,537;116,45;117,409;117,409;116,45;115,493;116,45;118,37;121,263;126,121;130,038;134,974;136,96;137,956;130,038;118,37;112,632;109,788;112,632;115,493;114,537;116,45;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/10/1980;;1;1;95,826;79,677;86,398;2;31;1;1;1;;0;94,911;95,826;94,911;94,911;92,179;89,465;87,666;85,875;84,093;83,206;82,32;81,437;80,556;81,437;83,206;86,769;87,666;89,465;91,272;91,272;91,272;88,564;85,875;85,875;84,093;82,32;80,556;80,556;80,556;80,556;79,677;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/09/1980;;1;1;95,826;84,093;86,844;29;19;1;1;1;;0;84,983;84,983;84,983;84,983;84,983;85,875;85,875;86,769;87,666;88,564;88,564;88,564;87,666;86,769;85,875;85,875;84,983;84,983;84,093;84,093;84,093;84,093;84,093;84,093;84,093;85,875;91,272;94,911;95,826;95,826;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/08/1980;;1;1;88,564;84,983;86,857;1;29;1;1;1;;0;88,564;87,666;87,666;87,666;87,666;87,666;87,666;87,666;87,666;87,666;87,666;87,666;87,666;86,769;86,769;86,769;86,769;86,769;86,769;86,769;86,769;86,769;86,769;85,875;85,875;85,875;85,875;85,875;84,983;84,983;84,983;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/07/1980;;1;1;93,088;88,564;90,486;1;26;1;1;1;;0;93,088;92,179;92,179;92,179;92,179;91,272;91,272;91,272;91,272;91,272;91,272;91,272;91,272;91,272;91,272;90,367;90,367;90,367;90,367;90,367;89,465;89,465;89,465;89,465;89,465;88,564;88,564;88,564;88,564;88,564;88,564;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/06/1980;;1;1;97,662;93,088;95,035;1;26;1;1;1;;0;97,662;96,743;96,743;96,743;96,743;96,743;96,743;96,743;95,826;95,826;95,826;94,911;94,911;94,911;94,911;94,911;94,911;94,911;94,911;93,998;93,998;93,998;93,998;93,998;93,998;93,088;93,088;93,088;93,088;93,088;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/05/1980;;1;1;106,022;97,662;101,457;1;30;1;1;1;;0;106,022;106,022;106,022;106,022;105,086;104,151;104,151;104,151;104,151;103,218;102,287;102,287;102,287;101,358;101,358;100,431;100,431;100,431;100,431;100,431;99,506;99,506;98,583;98,583;98,583;98,583;98,583;98,583;98,583;97,662;97,662;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/04/1980;;1;1;140,952;105,086;118,041;14;29;1;1;1;;0;113,584;112,632;112,632;112,632;114,537;115,493;118,37;119,332;121,263;124,172;128,076;133,983;138,953;140,952;140,952;135,966;131,022;124,172;117,409;113,584;110,734;109,788;108,844;106,961;106,022;106,022;106,022;106,022;105,086;106,022;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/03/1980;;1;1;214,754;114,537;162,211;1;31;1;1;1;;0;214,754;209,253;205,968;200,521;197,268;195,107;195,107;196,187;192,951;199,435;204,876;205,968;203,785;189,728;172,752;161,298;153,084;142,958;136,96;131,022;126,121;124,172;123,201;123,201;121,263;119,332;118,37;117,409;116,45;115,493;114,537;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/02/1980;;1;1;615,813;151,155;327,551;21;1;1;1;1;;0;151,155;174,6;205,042;243,407;272,446;286,385;279,358;272,446;284,618;288,16;315,674;311,909;300,792;300,792;304,468;331,039;367,415;377,973;415,377;550,399;615,813;553,142;474,746;415,377;373,726;311,909;262,294;239,341;219,178;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
46830000;2;01/01/1980;;1;1;233,589;106,977;161,499;20;29;1;1;1;;0;127,867;136,819;148,055;154,278;164,858;174,6;184,546;187,907;187,907;183,431;176,793;158,479;149,086;143,941;144,969;152,194;159,536;172,417;199,269;233,589;232,372;213,226;190,16;167,005;151,155;132,812;117,244;110,669;106,977;113,469;130,825;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/12/1979;;1;1;136,819;87,543;106,6;31;9;1;1;1;;0;98,847;98,847;99,738;99,738;98,847;96,192;92,695;89,248;87,543;90,965;97,074;101,53;102,43;100,632;98,847;96,192;95,313;95,313;100,632;103,333;106,977;110,669;113,469;115,35;118,195;125,91;130,825;132,812;134,81;134,81;136,819;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/11/1979;;1;1;151,155;88,394;115,429;17;1;1;1;1;;0;88,394;93,565;98,847;101,53;104,24;106,061;105,149;107,895;113,469;115,35;117,244;131,817;137,828;139,854;140,872;144,969;151,155;150,119;142,915;129,837;113,469;105,149;102,43;104,24;106,061;106,061;103,333;100,632;101,53;98,847;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/10/1979;;1;1;108,817;80,029;88,097;25;6;1;1;1;;0;81,676;81,676;81,676;80,851;80,851;80,029;80,029;80,029;80,029;80,029;80,029;80,029;81,676;81,676;81,676;81,676;81,676;83,337;88,394;95,313;98,847;100,632;104,24;107,895;108,817;106,061;103,333;95,313;90,105;85,851;87,543;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/09/1979;;1;1;90,105;82,505;85,888;22;30;1;1;1;;0;86,696;86,696;86,696;86,696;85,851;85,851;86,696;86,696;86,696;85,851;85,01;85,01;84,172;83,337;83,337;83,337;83,337;83,337;85,01;85,851;88,394;90,105;90,105;90,105;88,394;86,696;85,01;85,01;84,172;82,505;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/08/1979;;1;1;87,543;85,01;86,588;1;19;1;1;1;;0;87,543;87,543;87,543;87,543;87,543;87,543;87,543;86,696;86,696;86,696;86,696;86,696;86,696;86,696;86,696;85,851;85,851;85,851;85,01;85,01;85,01;85,01;85,01;85,01;85,851;86,696;87,543;87,543;87,543;87,543;87,543;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/07/1979;;1;1;92,695;88,394;90,886;1;28;1;1;1;;0;92,695;92,695;92,695;92,695;92,695;92,695;92,695;92,695;91,829;91,829;91,829;91,829;90,965;90,965;90,965;90,965;90,965;90,965;90,965;90,105;90,105;90,105;90,105;90,105;89,248;89,248;89,248;88,394;88,394;88,394;88,394;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/06/1979;;1;1;101,53;93,565;96,172;1;24;1;1;1;;0;101,53;100,632;99,738;99,738;98,847;98,847;97,074;97,074;97,074;97,074;97,074;96,192;96,192;96,192;96,192;95,313;95,313;95,313;95,313;95,313;95,313;94,437;94,437;93,565;93,565;93,565;93,565;93,565;93,565;93,565;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/05/1979;;1;1;154,278;100,632;113,986;4;20;1;1;1;;0;141,892;149,086;153,235;154,278;152,194;147,028;135,813;122,029;113,469;109,741;107,895;106,061;106,061;104,24;103,333;102,43;102,43;101,53;101,53;100,632;100,632;100,632;100,632;100,632;100,632;100,632;102,43;104,24;104,24;102,43;101,53;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/04/1979;;1;1;159,536;103,333;124,645;7;20;1;1;1;;0;127,867;130,825;135,813;140,872;150,119;157,425;159,536;157,425;149,086;134,81;122,995;116,296;114,408;111,599;109,741;107,895;106,061;105,149;104,24;103,333;103,333;103,333;107,895;111,599;116,296;121,066;127,867;130,825;134,81;136,819;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/03/1979;;1;1;171,33;111,599;127,599;1;27;1;1;1;;0;171,33;159,536;152,194;144,969;137,828;133,809;132,812;129,837;125,91;122,995;121,066;121,066;122,995;124,935;122,995;122,995;126,887;127,867;129,837;128,85;126,887;122,995;121,066;119,149;117,244;114,408;111,599;111,599;112,532;115,35;122,029;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/02/1979;;1;1;304,468;151,155;237,279;23;1;1;1;1;;0;151,155;161,657;174,6;200,419;242,171;260,627;252,119;243,407;247,127;262,294;288,16;291,733;281,104;267,338;252,119;242,171;229,946;222,723;213,226;203,883;220,335;279,358;304,468;279,358;247,127;228,736;208,535;187,907;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
46830000;2;01/01/1979;;1;1;297,146;100,632;154,15;22;7;1;1;1;;0;115,35;111,599;108,817;106,977;105,149;103,333;100,632;100,632;106,061;112,532;117,244;119,149;119,149;119,149;121,066;129,837;144,969;170,245;187,907;215,586;254,629;297,146;269,034;234,808;207,368;191,29;178,995;165,93;163,789;153,235;147,028;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/12/1978;;1;1;170,245;105,149;136,168;23;1;1;1;1;;0;105,149;114,408;122,995;130,825;135,813;140,872;138,84;129,837;116,296;109,741;107,895;106,977;107,895;107,895;117,244;117,244;132,812;139,854;149,086;164,858;168,083;169,162;170,245;169,162;164,858;159,536;158,479;154,278;149,086;137,828;123,963;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/11/1978;;1;1;101,53;82,505;89,405;20;6;1;1;1;;0;90,105;86,696;85,01;84,172;83,337;82,505;82,505;83,337;84,172;85,01;86,696;87,543;89,248;90,105;93,565;91,829;97,074;98,847;100,632;101,53;97,959;93,565;90,105;87,543;86,696;84,172;83,337;84,172;91,829;98,847;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/10/1978;;1;1;123,963;78,394;95,945;26;8;1;1;1;;0;80,029;80,029;80,029;80,029;80,029;79,21;79,21;78,394;78,394;78,394;80,029;81,676;85,01;88,394;93,565;95,313;97,959;101,53;104,24;106,977;107,895;110,669;111,599;117,244;120,106;123,963;123,963;121,066;111,599;102,43;95,313;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/09/1978;;1;1;83,337;80,029;81,597;1;22;1;1;1;;0;83,337;83,337;82,505;82,505;82,505;82,505;82,505;82,505;82,505;82,505;82,505;82,505;82,505;82,505;82,505;82,505;81,676;81,676;80,851;80,851;80,851;80,029;80,029;80,029;80,029;80,029;80,029;80,029;80,029;80,029;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/08/1978;;1;1;87,543;83,337;85,475;1;27;1;1;1;;0;87,543;87,543;86,696;86,696;86,696;86,696;86,696;86,696;86,696;86,696;86,696;86,696;86,696;86,696;85,851;85,851;85,851;85,01;85,01;85,01;84,172;84,172;84,172;84,172;84,172;84,172;83,337;83,337;83,337;83,337;83,337;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/07/1978;;1;1;96,192;88,394;92,427;1;30;1;1;1;;0;96,192;96,192;96,192;95,313;95,313;95,313;95,313;94,437;94,437;93,565;93,565;93,565;93,565;93,565;92,695;91,829;91,829;91,829;90,965;90,965;90,965;90,105;90,105;90,105;90,965;90,965;90,105;89,248;89,248;88,394;88,394;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/06/1978;;1;1;117,244;96,192;105,238;5;29;1;1;1;;0;103,333;106,061;113,469;116,296;117,244;115,35;114,408;115,35;115,35;113,469;111,599;109,741;107,895;106,061;104,24;102,43;102,43;100,632;100,632;100,632;99,738;99,738;98,847;98,847;98,847;97,959;97,074;97,074;96,192;96,192;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/05/1978;;1;1;141,892;103,333;122,684;4;31;1;1;1;;0;137,828;136,819;134,81;141,892;140,872;134,81;136,819;140,872;141,892;141,892;140,872;138,84;132,812;128,85;126,887;122,029;118,195;115,35;112,532;110,669;109,741;108,817;107,895;107,895;106,061;106,061;105,149;104,24;104,24;104,24;103,333;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/04/1978;;1;1;206,204;109,741;140,866;11;23;1;1;1;;0;113,469;116,296;121,066;125,91;136,819;144,969;154,278;164,858;175,695;193,557;206,204;206,204;194,695;181,208;161,657;140,872;126,887;120,106;115,35;113,469;112,532;111,599;109,741;112,532;111,599;121,066;126,887;132,812;135,813;137,828;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
